index,Date,Open,High,Low,Close,Adj Close,Volume,Stock
28,2019-02-08,532.849976,543.700012,531.200012,534.25,529.7917480000001,2747159.0,CIPLA
29,2019-02-11,538.700012,545.900024,535.849976,543.299988,538.766113,2989919.0,CIPLA
30,2019-02-12,540.049988,545.700012,536.099976,543.299988,538.766113,2252766.0,CIPLA
31,2019-02-14,542.900024,556.0,537.400024,542.900024,538.369507,2766535.0,CIPLA
32,2019-02-15,540.0,551.400024,528.5,540.549988,536.039124,2491806.0,CIPLA
33,2019-02-18,542.0,545.049988,532.299988,541.150024,536.634155,1590101.0,CIPLA
34,2019-02-19,544.799988,545.0,536.75,539.650024,535.146667,1879600.0,CIPLA
35,2019-02-20,540.200012,543.200012,538.650024,541.099976,536.584534,1208930.0,CIPLA
36,2019-02-21,542.849976,547.900024,540.5,545.5,540.947815,1093548.0,CIPLA
37,2019-02-22,543.799988,546.099976,539.099976,541.299988,536.782837,1592112.0,CIPLA
38,2019-02-25,541.5,550.849976,541.0,548.299988,543.724426,1961905.0,CIPLA
39,2019-02-26,545.099976,553.650024,538.049988,550.400024,545.806946,1952961.0,CIPLA
40,2019-02-27,551.0,555.349976,544.25,551.900024,547.294434,2389977.0,CIPLA
41,2019-02-28,555.0,558.299988,546.0,554.549988,549.922302,2618486.0,CIPLA
42,2019-03-01,555.0,555.299988,547.400024,551.549988,546.947327,2430914.0,CIPLA
43,2019-03-05,550.0,551.5,546.549988,548.650024,544.071533,1644098.0,CIPLA
44,2019-03-06,551.0,552.0,541.950012,547.549988,542.980713,1587182.0,CIPLA
45,2019-03-07,547.650024,550.0,539.650024,541.349976,536.832397,1144534.0,CIPLA
46,2019-03-08,541.0,543.400024,538.25,539.950012,535.444153,2618767.0,CIPLA
47,2019-03-11,542.0,542.0,535.5,540.099976,535.592834,2342102.0,CIPLA
48,2019-03-12,541.900024,543.650024,537.299988,538.75,534.25415,2049339.0,CIPLA
49,2019-03-13,542.0,542.5,531.0,532.799988,528.35376,1582245.0,CIPLA
50,2019-03-14,532.049988,534.099976,530.5,532.75,528.304199,1490894.0,CIPLA
51,2019-03-15,534.099976,535.400024,528.950012,532.599976,528.1554570000001,2019240.0,CIPLA
52,2019-03-18,533.049988,535.799988,529.0,534.5,530.039612,1266863.0,CIPLA
53,2019-03-19,537.150024,537.700012,530.200012,533.650024,529.196716,874797.0,CIPLA
54,2019-03-20,532.0,534.799988,531.099976,533.25,528.8000490000001,1255306.0,CIPLA
55,2019-03-22,534.900024,539.0,523.599976,526.799988,522.40387,1579084.0,CIPLA
56,2019-03-25,525.599976,528.700012,516.200012,526.849976,522.45343,1874898.0,CIPLA
57,2019-03-26,528.5,532.5,525.700012,529.299988,524.882996,3044792.0,CIPLA
58,2019-03-27,531.400024,533.599976,524.049988,525.5,521.114746,1217387.0,CIPLA
59,2019-03-28,525.299988,527.349976,522.299988,525.599976,521.2138669999999,4133379.0,CIPLA
60,2019-04-01,516.299988,528.75,516.299988,525.650024,521.2634889999999,4091454.0,CIPLA
61,2019-04-02,529.950012,529.950012,521.150024,522.650024,518.288513,1268431.0,CIPLA
62,2019-04-03,523.0,524.799988,519.099976,520.450012,516.1068730000001,3276338.0,CIPLA
63,2019-04-04,519.0,522.0,517.5,521.0,516.652283,5555991.0,CIPLA
64,2019-04-05,531.400024,541.0,526.0,532.099976,527.659607,9784780.0,CIPLA
65,2019-04-08,536.5,536.900024,522.700012,525.400024,521.0155639999999,2429845.0,CIPLA
66,2019-04-09,526.25,534.5,525.400024,532.0,527.5604860000001,2301681.0,CIPLA
67,2019-04-10,531.549988,551.75,530.799988,546.450012,541.8898929999999,5992326.0,CIPLA
68,2019-04-11,546.349976,554.700012,542.0,544.849976,540.303223,2977870.0,CIPLA
69,2019-04-12,547.950012,556.700012,545.299988,554.849976,550.219788,4347530.0,CIPLA
70,2019-04-15,555.0,569.200012,552.0,566.299988,561.5742190000001,2252373.0,CIPLA
71,2019-04-16,570.0,571.75,556.599976,559.349976,554.68219,2246831.0,CIPLA
72,2019-04-18,562.0,566.650024,553.200012,561.549988,556.863892,2306549.0,CIPLA
73,2019-04-22,560.0,566.0,556.599976,561.099976,556.417603,1205612.0,CIPLA
74,2019-04-23,562.5,575.950012,560.400024,561.700012,557.0126339999999,2179959.0,CIPLA
75,2019-04-24,561.400024,564.5,553.200012,558.549988,553.888916,1896565.0,CIPLA
76,2019-04-25,558.700012,563.950012,551.150024,555.599976,550.963501,2416194.0,CIPLA
77,2019-04-26,558.25,572.900024,557.200012,567.950012,563.210449,2593397.0,CIPLA
78,2019-04-30,569.900024,571.049988,558.650024,565.0,560.2850950000001,1914026.0,CIPLA
79,2019-05-02,563.0,569.700012,556.700012,565.599976,560.880066,1700976.0,CIPLA
80,2019-05-03,568.0,573.0,561.650024,564.5,559.789307,2758638.0,CIPLA
81,2019-05-06,556.0,564.5,556.0,563.349976,558.648804,1715311.0,CIPLA
82,2019-05-07,564.0,566.299988,555.150024,557.950012,553.293945,1478212.0,CIPLA
83,2019-05-08,556.0,561.400024,549.0,558.0,553.343567,1890174.0,CIPLA
84,2019-05-09,559.900024,561.049988,548.700012,557.75,553.0955809999999,1672967.0,CIPLA
85,2019-05-10,557.75,562.700012,551.0,555.549988,550.914001,1687480.0,CIPLA
86,2019-05-13,552.0,556.75,529.599976,546.700012,542.137817,2027570.0,CIPLA
87,2019-05-14,546.0,560.75,541.200012,556.0,551.3601679999999,1822829.0,CIPLA
88,2019-05-15,554.0,562.5,551.5,555.700012,551.062683,1396473.0,CIPLA
89,2019-05-16,554.0,556.700012,541.049988,550.200012,545.6086429999999,2589467.0,CIPLA
90,2019-05-17,549.0,551.950012,541.0,544.150024,539.60907,1194005.0,CIPLA
91,2019-05-20,560.0,567.0,550.400024,565.450012,560.7313230000001,1586746.0,CIPLA
92,2019-05-21,565.450012,580.0,552.75,559.349976,554.68219,4286383.0,CIPLA
93,2019-05-22,562.0,574.0,550.049988,553.0,548.385254,7762734.0,CIPLA
94,2019-05-23,561.900024,568.900024,543.75,564.75,560.0371700000001,5640728.0,CIPLA
95,2019-05-24,569.200012,572.5,559.450012,570.599976,565.838379,1796355.0,CIPLA
96,2019-05-27,570.0,586.0,568.0,578.700012,573.870789,1959075.0,CIPLA
97,2019-05-28,579.0,584.200012,571.5,577.950012,573.127075,2469586.0,CIPLA
98,2019-05-29,577.400024,582.450012,559.900024,564.349976,559.6405030000001,1948077.0,CIPLA
99,2019-05-30,560.099976,563.5,554.25,561.950012,557.260559,2577559.0,CIPLA
100,2019-05-31,562.700012,569.0,550.849976,558.849976,554.1863400000001,1912387.0,CIPLA
101,2019-06-03,559.0,569.450012,552.5,568.25,563.507935,1284381.0,CIPLA
102,2019-06-04,564.0,575.0,561.099976,562.650024,557.954712,1558827.0,CIPLA
103,2019-06-06,565.0,568.299988,556.549988,559.799988,555.128479,1750285.0,CIPLA
104,2019-06-07,565.0,565.0,542.0,549.5,544.914429,2696228.0,CIPLA
105,2019-06-10,550.599976,562.599976,550.0,554.549988,549.922302,1708042.0,CIPLA
106,2019-06-11,555.400024,566.400024,551.0,559.849976,555.17804,2518184.0,CIPLA
107,2019-06-12,558.900024,567.0,556.25,561.599976,556.913452,1253337.0,CIPLA
108,2019-06-13,560.049988,566.599976,559.25,564.599976,559.888367,1594956.0,CIPLA
109,2019-06-14,560.150024,564.450012,554.150024,555.599976,550.963501,1808363.0,CIPLA
110,2019-06-17,555.5,556.599976,543.849976,545.150024,540.600769,1267159.0,CIPLA
111,2019-06-18,545.200012,555.5,545.049988,547.599976,543.0302730000001,1257992.0,CIPLA
112,2019-06-19,550.599976,551.900024,532.549988,533.700012,529.246338,1137906.0,CIPLA
113,2019-06-20,531.799988,552.450012,528.650024,551.299988,546.699402,1986432.0,CIPLA
114,2019-06-21,549.849976,553.799988,545.200012,551.549988,546.947327,1534007.0,CIPLA
115,2019-06-24,548.549988,552.450012,545.099976,549.900024,545.311096,981017.0,CIPLA
116,2019-06-25,548.950012,554.950012,546.549988,550.049988,545.459839,805704.0,CIPLA
117,2019-06-26,550.0,558.799988,548.0,556.549988,551.905579,1020879.0,CIPLA
118,2019-06-27,556.849976,563.900024,550.299988,551.950012,547.3439940000001,1323494.0,CIPLA
119,2019-06-28,551.900024,556.700012,546.349976,553.450012,548.831543,996578.0,CIPLA
120,2019-07-01,555.700012,559.349976,553.150024,555.799988,551.161865,565463.0,CIPLA
121,2019-07-02,557.150024,558.5,551.5,555.349976,550.7155759999999,565414.0,CIPLA
122,2019-07-03,555.349976,556.700012,549.450012,553.25,548.633118,797387.0,CIPLA
123,2019-07-04,554.650024,555.650024,550.599976,551.549988,546.947327,639531.0,CIPLA
124,2019-07-05,551.549988,554.25,549.200012,550.0,545.4102780000001,796604.0,CIPLA
125,2019-07-08,547.0,549.0,534.650024,538.450012,533.956665,1490078.0,CIPLA
126,2019-07-09,536.799988,552.450012,536.799988,548.799988,544.220276,1472836.0,CIPLA
127,2019-07-10,545.349976,551.150024,541.849976,544.950012,540.4024049999999,1045560.0,CIPLA
128,2019-07-11,549.0,553.799988,546.0,552.400024,547.790283,726448.0,CIPLA
129,2019-07-12,554.0,566.5,547.200012,556.799988,552.153503,1485506.0,CIPLA
130,2019-07-15,559.900024,560.5,548.599976,550.549988,545.955688,842129.0,CIPLA
131,2019-07-16,554.75,558.450012,549.400024,553.549988,548.930603,1460303.0,CIPLA
132,2019-07-17,554.0,558.5,547.450012,557.549988,552.897278,1034734.0,CIPLA
133,2019-07-18,558.849976,559.0,545.5,547.0,542.435303,1355289.0,CIPLA
134,2019-07-19,550.799988,552.0,535.5,536.700012,532.221313,783708.0,CIPLA
135,2019-07-22,536.700012,540.0,526.200012,530.950012,526.519287,1816845.0,CIPLA
136,2019-07-23,531.0,535.200012,521.0,528.900024,524.4863889999999,2353027.0,CIPLA
137,2019-07-24,529.0,529.0,517.049988,518.75,514.421021,2707033.0,CIPLA
138,2019-07-25,521.349976,539.200012,519.0,536.650024,532.171692,3183510.0,CIPLA
139,2019-07-26,533.200012,539.900024,528.25,532.099976,527.659607,1371242.0,CIPLA
140,2019-07-29,531.599976,534.950012,520.25,522.25,517.891846,735045.0,CIPLA
141,2019-07-30,522.200012,533.599976,517.799988,520.0,515.660583,1665158.0,CIPLA
142,2019-07-31,516.900024,522.700012,506.0,521.099976,519.75,1828077.0,CIPLA
143,2019-08-01,516.150024,519.450012,509.200012,512.450012,511.122437,1289007.0,CIPLA
144,2019-08-02,509.0,519.700012,508.700012,516.099976,514.762939,1574251.0,CIPLA
145,2019-08-05,513.799988,520.799988,512.25,518.900024,517.555725,2162918.0,CIPLA
146,2019-08-06,518.0,527.0,496.85000599999995,500.14999400000005,498.854279,7425849.0,CIPLA
147,2019-08-07,502.700012,525.849976,501.64999400000005,518.299988,516.957275,4668643.0,CIPLA
148,2019-08-08,504.75,510.0,493.799988,503.049988,501.74676500000004,6750611.0,CIPLA
149,2019-08-09,505.89999400000005,511.700012,481.549988,484.5,483.244812,5172748.0,CIPLA
150,2019-08-13,484.5,486.89999400000005,473.049988,475.75,474.517487,2952687.0,CIPLA
151,2019-08-14,477.450012,483.25,465.0,478.299988,477.060883,2376714.0,CIPLA
152,2019-08-16,477.0,483.39999400000005,474.5,476.10000599999995,474.866608,1279325.0,CIPLA
153,2019-08-19,478.5,485.549988,474.60000599999995,475.85000599999995,474.617249,1211272.0,CIPLA
154,2019-08-20,478.85000599999995,481.700012,470.549988,478.700012,477.459869,1606901.0,CIPLA
155,2019-08-21,478.60000599999995,479.0,466.950012,468.049988,466.83743300000003,1065506.0,CIPLA
156,2019-08-22,464.89999400000005,469.950012,460.60000599999995,464.0,462.797943,1398888.0,CIPLA
157,2019-08-23,464.0,467.35000599999995,449.200012,465.89999400000005,464.69299299999994,2217428.0,CIPLA
158,2019-08-26,468.10000599999995,470.950012,454.89999400000005,466.549988,465.34130899999997,2158865.0,CIPLA
159,2019-08-27,468.5,469.85000599999995,458.450012,465.35000599999995,464.14444000000003,2992115.0,CIPLA
160,2019-08-28,465.799988,476.200012,460.14999400000005,464.25,463.04730199999995,2193022.0,CIPLA
161,2019-08-29,465.5,468.0,456.549988,465.200012,463.99484299999995,1410078.0,CIPLA
162,2019-08-30,468.0,475.200012,461.450012,472.450012,471.22604400000006,1126818.0,CIPLA
163,2019-09-03,467.0,471.25,461.0,469.549988,468.33355700000004,1564714.0,CIPLA
164,2019-09-04,471.10000599999995,475.0,467.049988,471.39999400000005,470.178772,2339657.0,CIPLA
165,2019-09-05,472.0,479.75,470.60000599999995,478.39999400000005,477.16061399999995,1216510.0,CIPLA
166,2019-09-06,479.0,482.5,473.75,474.89999400000005,473.66967800000003,1668897.0,CIPLA
167,2019-09-09,475.0,478.700012,472.10000599999995,475.0,473.76944000000003,780846.0,CIPLA
168,2019-09-11,474.0,478.299988,468.049988,471.799988,470.57772800000004,996410.0,CIPLA
169,2019-09-12,474.0,474.0,464.39999400000005,467.799988,466.588074,1179858.0,CIPLA
170,2019-09-13,468.049988,469.64999400000005,464.5,469.0,467.78497300000004,818854.0,CIPLA
171,2019-09-16,467.0,472.0,464.10000599999995,470.5,469.281097,1257381.0,CIPLA
172,2019-09-17,471.950012,472.39999400000005,457.0,460.64999400000005,459.456604,1753611.0,CIPLA
173,2019-09-18,461.39999400000005,462.799988,454.35000599999995,458.64999400000005,457.461792,1656705.0,CIPLA
174,2019-09-19,458.64999400000005,461.950012,449.89999400000005,452.049988,450.878876,1027073.0,CIPLA
175,2019-09-20,454.200012,465.0,445.5,463.299988,462.09973099999996,2558072.0,CIPLA
176,2019-09-23,468.0,472.299988,445.0,448.89999400000005,447.73706100000004,2819792.0,CIPLA
177,2019-09-24,450.0,455.049988,446.60000599999995,450.25,449.08355700000004,1959468.0,CIPLA
178,2019-09-25,449.89999400000005,450.0,432.200012,434.60000599999995,433.47412099999997,3524655.0,CIPLA
179,2019-09-26,439.0,440.450012,430.39999400000005,438.450012,437.31414800000005,3960277.0,CIPLA
180,2019-09-27,438.450012,446.0,435.700012,439.39999400000005,438.261658,3151119.0,CIPLA
181,2019-09-30,430.0,432.799988,418.0,425.5,424.397675,6307161.0,CIPLA
182,2019-10-01,426.89999400000005,426.89999400000005,402.700012,412.649994,411.580963,4914716.0,CIPLA
183,2019-10-03,411.0,421.0,406.5,418.100006,417.016846,2639852.0,CIPLA
184,2019-10-04,419.5,431.299988,416.149994,418.350006,417.26620499999996,4182360.0,CIPLA
185,2019-10-07,419.950012,419.950012,405.5,408.25,407.192352,2564196.0,CIPLA
186,2019-10-09,408.299988,427.0,407.5,423.35000599999995,422.25326500000006,4117690.0,CIPLA
187,2019-10-10,423.10000599999995,427.299988,418.549988,422.14999400000005,421.056335,2381621.0,CIPLA
188,2019-10-11,422.549988,443.0,389.549988,441.35000599999995,440.20663499999995,17354782.0,CIPLA
189,2019-10-14,441.35000599999995,446.450012,433.5,440.89999400000005,439.757782,5861895.0,CIPLA
190,2019-10-15,440.0,448.5,435.35000599999995,446.549988,445.39312699999994,3153015.0,CIPLA
191,2019-10-16,446.299988,447.85000599999995,438.950012,446.799988,445.642487,2180925.0,CIPLA
192,2019-10-17,445.299988,447.700012,439.39999400000005,446.299988,445.14376799999997,1818421.0,CIPLA
193,2019-10-18,448.5,451.14999400000005,440.10000599999995,444.14999400000005,442.99935899999997,2850227.0,CIPLA
194,2019-10-22,441.25,457.75,440.200012,453.89999400000005,452.724091,2333810.0,CIPLA
195,2019-10-23,453.64999400000005,456.799988,448.10000599999995,454.25,453.073181,2262575.0,CIPLA
196,2019-10-24,455.0,456.0,443.549988,446.85000599999995,445.692383,1733751.0,CIPLA
197,2019-10-25,447.10000599999995,461.450012,441.75,459.85000599999995,458.65869100000003,2647759.0,CIPLA
198,2019-10-27,,,,,,,CIPLA
199,2019-10-29,463.89999400000005,478.39999400000005,462.0,473.049988,471.824463,3498572.0,CIPLA
200,2019-10-30,478.950012,478.950012,462.25,465.0,463.79534900000004,2640132.0,CIPLA
201,2019-10-31,465.0,472.700012,460.14999400000005,466.85000599999995,465.640564,3944718.0,CIPLA
202,2019-11-01,467.299988,474.200012,462.39999400000005,469.200012,467.984467,3649879.0,CIPLA
203,2019-11-04,471.39999400000005,478.5,467.049988,468.299988,467.086792,2393325.0,CIPLA
204,2019-11-05,470.14999400000005,475.5,465.14999400000005,467.85000599999995,466.63797,1391429.0,CIPLA
205,2019-11-06,469.049988,487.950012,464.25,480.85000599999995,479.604279,17751556.0,CIPLA
206,2019-11-07,482.0,487.39999400000005,470.0,471.85000599999995,470.62759400000004,5892783.0,CIPLA
207,2019-11-08,470.10000599999995,470.10000599999995,461.25,462.5,461.301819,4300075.0,CIPLA
208,2019-11-11,459.39999400000005,459.39999400000005,451.75,454.85000599999995,453.67163099999993,4109355.0,CIPLA
209,2019-11-13,452.0,455.0,446.0,447.89999400000005,446.73962400000005,3001272.0,CIPLA
210,2019-11-14,445.200012,458.200012,442.64999400000005,451.39999400000005,450.23055999999997,2659601.0,CIPLA
211,2019-11-15,448.0,468.049988,435.39999400000005,463.25,462.049866,10693852.0,CIPLA
212,2019-11-18,463.0,472.0,457.64999400000005,460.60000599999995,459.40673799999996,2847404.0,CIPLA
213,2019-11-19,461.200012,477.5,459.549988,472.10000599999995,470.876953,5080106.0,CIPLA
214,2019-11-20,472.0,483.700012,468.64999400000005,482.60000599999995,481.349762,4080054.0,CIPLA
215,2019-11-21,482.60000599999995,492.299988,476.60000599999995,485.5,484.242249,5600894.0,CIPLA
216,2019-11-22,485.0,485.0,472.700012,478.85000599999995,477.609467,2778328.0,CIPLA
217,2019-11-25,478.25,485.35000599999995,475.89999400000005,483.5,482.24740599999996,1465490.0,CIPLA
218,2019-11-26,483.0,490.549988,476.700012,478.549988,477.310242,3880896.0,CIPLA
219,2019-11-27,475.0,475.0,464.549988,468.0,466.78756699999997,3494515.0,CIPLA
220,2019-11-28,472.0,476.5,464.10000599999995,468.35000599999995,467.136658,2933958.0,CIPLA
221,2019-11-29,469.64999400000005,473.39999400000005,465.60000599999995,466.700012,465.490967,1307574.0,CIPLA
222,2019-12-02,469.60000599999995,469.60000599999995,455.35000599999995,464.0,462.797943,2492362.0,CIPLA
223,2019-12-03,465.0,465.85000599999995,460.0,464.25,463.04730199999995,1067139.0,CIPLA
224,2019-12-04,463.0,471.85000599999995,462.0,470.0,468.782379,1426757.0,CIPLA
225,2019-12-05,469.5,470.299988,460.39999400000005,461.60000599999995,460.40414400000003,1483537.0,CIPLA
226,2019-12-06,463.0,467.0,454.0,455.450012,454.27011100000004,2520045.0,CIPLA
227,2019-12-09,457.39999400000005,457.75,444.60000599999995,447.89999400000005,446.73962400000005,3761784.0,CIPLA
228,2019-12-10,450.60000599999995,454.950012,449.5,453.049988,451.876282,2807906.0,CIPLA
229,2019-12-11,453.0,453.10000599999995,446.700012,449.950012,448.784332,1806996.0,CIPLA
230,2019-12-12,452.200012,463.10000599999995,452.200012,461.049988,459.85555999999997,2730092.0,CIPLA
231,2019-12-13,461.049988,465.0,456.60000599999995,461.25,460.055054,1213599.0,CIPLA
232,2019-12-16,463.049988,464.75,457.5,458.25,457.06283600000006,903737.0,CIPLA
233,2019-12-17,462.049988,466.200012,460.35000599999995,463.950012,462.74807699999997,2434853.0,CIPLA
234,2019-12-18,464.0,469.25,461.5,467.799988,466.588074,1705929.0,CIPLA
235,2019-12-19,465.64999400000005,471.5,464.799988,467.60000599999995,466.388611,1485123.0,CIPLA
236,2019-12-20,466.89999400000005,474.450012,463.89999400000005,465.75,464.543396,2248997.0,CIPLA
237,2019-12-23,467.0,469.0,464.5,467.85000599999995,466.63797,866023.0,CIPLA
238,2019-12-24,467.25,480.0,465.5,478.700012,477.459869,3262749.0,CIPLA
239,2019-12-26,478.700012,482.549988,472.25,474.14999400000005,472.92163099999993,2887784.0,CIPLA
240,2019-12-27,474.549988,483.5,472.799988,481.10000599999995,479.853638,2005404.0,CIPLA
241,2019-12-30,481.10000599999995,487.0,478.25,479.950012,478.70663499999995,1809828.0,CIPLA
242,2019-12-31,479.950012,484.299988,476.950012,478.200012,476.961151,1640854.0,CIPLA
0,2019-01-01,177.100006,182.149994,177.0,180.300003,177.382294,6246700.0,DLF
1,2019-01-02,179.899994,179.899994,172.25,173.100006,170.298813,6604177.0,DLF
2,2019-01-03,173.100006,174.949997,171.149994,172.449997,169.659317,5873745.0,DLF
3,2019-01-04,173.050003,175.800003,170.649994,175.149994,172.315628,5556175.0,DLF
4,2019-01-07,178.0,184.0,177.100006,179.800003,176.89038100000002,10127291.0,DLF
5,2019-01-08,179.800003,182.800003,178.550003,181.5,178.56286599999999,4704040.0,DLF
6,2019-01-09,182.25,184.699997,178.100006,182.100006,179.153168,5570072.0,DLF
7,2019-01-10,183.100006,187.149994,181.350006,183.550003,180.579697,9198151.0,DLF
8,2019-01-11,182.5,183.600006,179.0,182.149994,179.202347,4565679.0,DLF
9,2019-01-14,182.300003,182.300003,178.199997,181.149994,178.218536,3741265.0,DLF
10,2019-01-15,182.5,187.199997,182.0,185.949997,182.940857,4060162.0,DLF
11,2019-01-16,185.600006,187.75,182.5,182.949997,179.98941000000002,4131732.0,DLF
12,2019-01-17,183.699997,185.800003,181.550003,184.199997,181.219177,4558933.0,DLF
13,2019-01-18,184.5,184.600006,179.300003,180.350006,177.431488,4243642.0,DLF
14,2019-01-21,180.550003,182.100006,176.199997,177.25,174.381653,3361204.0,DLF
15,2019-01-22,177.0,180.600006,174.75,180.050003,177.136337,4744583.0,DLF
16,2019-01-23,180.399994,180.850006,176.199997,177.25,174.381653,4567262.0,DLF
17,2019-01-24,177.899994,183.699997,176.649994,177.75,174.87355,5827123.0,DLF
18,2019-01-25,178.850006,180.100006,143.100006,158.0,155.443161,20781142.0,DLF
19,2019-01-28,160.0,167.600006,158.5,164.050003,161.395248,11812368.0,DLF
20,2019-01-29,163.0,168.199997,162.050003,164.899994,162.231506,4196603.0,DLF
21,2019-01-30,166.0,166.399994,160.050003,164.199997,161.542816,4379914.0,DLF
22,2019-01-31,165.0,168.0,158.5,164.850006,162.18231200000002,5587357.0,DLF
23,2019-02-01,164.949997,181.050003,162.649994,165.699997,163.018555,13045972.0,DLF
24,2019-02-04,165.899994,165.949997,158.199997,163.600006,160.952545,5652935.0,DLF
25,2019-02-05,163.050003,165.350006,154.550003,159.75,157.164841,7095047.0,DLF
26,2019-02-06,158.0,162.5,152.050003,160.350006,157.755142,10746796.0,DLF
27,2019-02-07,161.0,163.649994,157.199997,160.399994,157.804321,7154145.0,DLF
28,2019-02-08,160.0,169.0,157.850006,164.75,162.083939,10455050.0,DLF
29,2019-02-11,164.800003,165.949997,161.100006,163.699997,161.050919,5269340.0,DLF
30,2019-02-12,164.0,165.649994,157.600006,159.149994,156.574554,5780211.0,DLF
31,2019-02-14,157.0,164.25,156.649994,162.300003,159.673569,4477707.0,DLF
32,2019-02-15,162.0,162.050003,154.399994,158.100006,155.54155,5111337.0,DLF
33,2019-02-18,159.0,160.199997,155.600006,156.0,153.475525,3876032.0,DLF
34,2019-02-19,157.899994,166.899994,157.600006,163.399994,160.755768,15335372.0,DLF
35,2019-02-20,163.600006,165.300003,159.0,163.0,160.362259,9359061.0,DLF
36,2019-02-21,163.0,166.899994,162.100006,165.300003,162.625031,5377001.0,DLF
37,2019-02-22,165.5,170.0,164.699997,169.25,166.511108,6024582.0,DLF
38,2019-02-25,170.550003,173.300003,167.050003,168.149994,165.428909,13038685.0,DLF
39,2019-02-26,165.100006,167.75,162.100006,166.399994,163.70723,5572262.0,DLF
40,2019-02-27,167.0,169.199997,163.0,164.350006,161.69041399999998,4545778.0,DLF
41,2019-02-28,163.0,166.399994,161.850006,164.699997,162.034729,5881165.0,DLF
42,2019-03-01,166.0,169.199997,165.199997,167.25,164.543472,3845718.0,DLF
43,2019-03-05,167.5,177.0,167.5,175.600006,172.758347,6150185.0,DLF
44,2019-03-06,176.0,180.75,174.350006,177.350006,174.480026,6513459.0,DLF
45,2019-03-07,176.949997,179.050003,173.600006,175.949997,173.102692,4201421.0,DLF
46,2019-03-08,175.300003,176.75,173.800003,175.350006,172.51238999999998,3005893.0,DLF
47,2019-03-11,175.350006,178.300003,175.149994,176.850006,173.98812900000001,2795266.0,DLF
48,2019-03-12,179.0,188.699997,177.600006,187.75,184.71173100000001,13173333.0,DLF
49,2019-03-13,190.5,194.949997,190.0,192.149994,189.040512,16127714.0,DLF
50,2019-03-14,192.800003,203.149994,190.050003,201.850006,198.583572,18351272.0,DLF
51,2019-03-15,202.149994,203.75,196.550003,197.449997,194.254761,9317938.0,DLF
52,2019-03-18,198.449997,201.199997,195.25,197.75,194.549911,6926554.0,DLF
53,2019-03-19,198.75,199.25,192.600006,194.0,190.860596,7149471.0,DLF
54,2019-03-20,196.0,200.75,195.5,199.350006,196.124023,9822900.0,DLF
55,2019-03-22,200.100006,202.699997,195.399994,196.149994,192.975784,9153838.0,DLF
56,2019-03-25,194.449997,194.75,188.0,189.25,186.187454,5217787.0,DLF
